編號,車位類別,車位價格,車位面積(平方公尺)
RPVNMLQKPHNFFAB58CA,坡道平面,0,38.02
RPSNMLKMPHNFFAB87CA,坡道機械,0,
RPVNMLKLPHNFFAB08CA,升降機械,0,
RPWNMLKLPHNFFAB18CA,坡道平面,1000000,28.10
RPWNMLKLPHNFFAB18CA,坡道平面,1000000,28.10
RPQPMLKLPHNFFAB77CA,坡道平面,0,36.26
RPQPMLKLPHNFFAB77CA,坡道平面,0,36.26
RPRQMLLMPHNFFAB18CA,坡道平面,0,20.30
RPSPMLRLPHNFFAB68CA,坡道機械,0,
RPTQMLLJQHNFFAB18CA,坡道機械,0,15.35
RPXNMLRJQHNFFAB88CA,坡道平面,0,26.22
RPRONLLKPHNFFBB97CA,坡道機械,0,
RPSSMLMKPHNFFBB48CA,坡道機械,0,
RPXOMLQKPHNFFBB98CA,升降平面,0,
RPQOMLQKPHNFFBB28CA,坡道平面,0,25.81
RPTNMLNKPHNFFBB18CA,坡道平面,600000,
RPUPMLRLPHNFFBB98CA,坡道平面,0,
RPTOMLLJQHNFFBB08CA,坡道平面,0,
RPOOMLMKPHNFFCB77CA,坡道平面,1700000,26.57
RPTPMLLKPHNFFCB28CA,坡道平面,1750000,30.98
RPURMLLKPHNFFCB58CA,坡道平面,1750000,30.98
RPXRMLLKPHNFFCB88CA,坡道機械,900000,11.79
RPPNMLQKPHNFFCB18CA,坡道平面,1450000,21.33
RPTNMLNKPHNFFCB28CA,坡道平面,1800000,33.13
RPUOMLNKPHNFFCB48CA,坡道平面,0,35.29
RPUOMLNKPHNFFCB48CA,坡道平面,0,35.29
RPXPMLNKPHNFFCB88CA,坡道平面,1600000,26.45
RPUNMLKLPHNFFCB18CA,坡道機械,0,7.77
RPOQMLRKPHNFFCB48CA,坡道平面,1200000,16.63
RPWOMLNLPHNFFCB78CA,升降平面,0,
RPTQMLKLPHNFFCB38CA,坡道機械,0,11.64
RPVQMLRLPHNFFCB66CA,坡道平面,0,33.09
RPVQMLRLPHNFFCB66CA,坡道平面,0,33.09
RPRNMLPLPHNFFCB38CA,坡道平面,0,33.18
RPRNMLPLPHNFFCB38CA,坡道平面,0,33.18
RPPOMLLLPHNFFCB87CA,坡道平面,0,
RPOQMLLJQHNFFCB87CA,坡道平面,0,
RPTRMLRJQHNFFCB09CA,坡道平面,0,26.98
RPOPMLLJQHNFFCB77CA,坡道平面,0,
RPPNMLMKPHNFFDB87CA,坡道機械,0,
RPOOMLKLPHNFFDB77CA,坡道平面,0,33.02
RPUNMLSKPHNFFFB56CA,坡道平面,0,34.35
RPQOMLMKPHNFFHB48CA,坡道機械,0,
RPPOMLKMPHNFFHB38CA,坡道機械,0,16.59
RPPOMLKMPHNFFHB38CA,坡道平面,0,30.20
RPTPMLQKPHNFFIB76CA,坡道平面,0,
RPVNMLMKPHNFFJB09CA,坡道平面,1200000,36.40
RPROMLSKPHNFFIB66CA,坡道機械,0,
RPVNMLOLPHNFFIB66CA,坡道平面,1150000,36.48
RPQOMLKLPHNFFJB58CA,坡道機械,0,9.45
RPWNMLOLPHNFFIB76CA,坡道平面,1400000,36.48
RPVOMLPLPHNFFJB96CA,坡道平面,850000,31.10
RPWOMLPLPHNFFJB07CA,坡道平面,850000,31.10
RPWOMLPLPHNFFJB07CA,坡道平面,850000,31.10
RPUOMLLMPHNFFJB56CA,升降機械,0,
RPUNMLQLPHNFFKB96CA,升降機械,0,
